White_Unified_Name,Black_Sex,PlyCount,RatingDiff,Opening,IsAggressive
"Kovalenko, Igor",M,176,71,Nimzowitsch Defense: Mikenas Variation,False
"Boros, Denes",M,70,-52,"Sicilian Defense: Closed Variation, Traditional",True
Sergey_Kasparov,M,84,-169,"Ruy Lopez: Exchange Variation, Normal Variation",False
"Boros, Denes",M,154,-58,Mieses Opening,False
istdiesernamefrei,M,81,-24,Nimzowitsch Defense: Williams Variation,False
"Boros, Denes",M,164,-146,Ware Opening,False
mardgos,M,86,47,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
MFJoseClement,M,44,53,"Alekhine Defense: Modern Variation, Larsen Variation",False
Sergey Matsenko,M,78,132,"King's Indian Defense: Orthodox Variation, Gligoric-Taimanov System",True
"Oparin, Grigoriy",M,80,154,Zukertort Opening: Slav Invitation,False
Oleksandr Matlak,M,102,2,English Opening: Agincourt Defense,False
MFJoseClement,M,90,-74,English Opening: Anglo-Lithuanian Variation,False
"Khlebovich, Alexander",M,60,-118,Queen's Indian Defense: Yates Variation,False
mardgos,M,44,-196,Sicilian Defense: Chekhover Variation,True
"Khlebovich, Alexander",M,100,-114,Benoni Defense,False
"Khlebovich, Alexander",M,68,-130,Caro-Kann Defense: Forgacs Variation,False
"Oparin, Grigoriy",M,74,138,"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",False
"Grigorov, Grigor",M,82,67,"Neo-Grünfeld Defense: Classical Variation, Modern Defense",False
"Khlebovich, Alexander",M,126,-121,Queen's Pawn,False
Oburg007,M,126,-44,Nimzowitsch Defense: Williams Variation,False
"Khlebovich, Alexander",M,76,-137,"Sicilian Defense: Richter-Rauzer Variation, Modern Variation",True
"Baskakov, Egor",M,126,-45,"Caro-Kann Defense: Advance Variation, Bronstein Variation",False
"Khlebovich, Alexander",M,116,-151,"Scotch Game: Scotch Gambit, Advance Variation",True
orishuas,M,142,32,French Defense: Rubinstein Variation,False
FlinkerFreddy,M,106,-160,Four Knights Game: Scotch Variation Accepted,False
gmman88,M,94,-159,Pirc Defense,False
Łukasz Licznerski,M,32,-77,Alekhine Defense: Exchange Variation,False
Whynot72,M,80,-118,"English Opening: Symmetrical Variation, Hedgehog Defense",False
"Khlebovich, Alexander",M,52,-10,Bogo-Indian Defense: Nimzowitsch Variation,False
"Boros, Denes",M,106,-2,Bird Opening,False
"Schekachikhin, Maksim",M,62,-73,French Defense: Steiner Variation,False
LittlePumpkin,M,94,-7,Pirc Defense,False
Erik Rönkä,M,26,39,Ruy Lopez: Closed Variations,False
jomarag,M,66,-158,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",True
Rubén Domingo Núñez,M,192,-2,"Italian Game: Classical Variation, Giuoco Pianissimo",False
Tyrell Harriott,M,70,-163,Indian Game,False
"Gomez, Carlos David",M,88,27,Bird Opening,False
Odnoobraz,M,72,68,Hungarian Opening: Indian Defense,False
Odnoobraz,M,74,-1,Queen's Pawn Game: Levitsky Attack,True
Odnoobraz,M,104,-29,Amar Opening,False
"Jarmula, Lukasz",M,101,40,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation",False
anhao,M,94,130,Slav Defense: Three Knights Variation,False
Рустам Кайырбеков,M,92,20,Catalan Opening: Closed Variation,False
"Kalantaryan, Norayr",M,52,44,Tarrasch Defense: Two Knights Variation,False
Николай Оглоблин,M,68,0,Mikenas Defense,False
Николай Оглоблин,M,84,19,Semi-Benoni,False
Mikhalchenko Petr Alekseevich,M,74,17,"English Opening: King's English Variation, Three Knights System",False
"Shchukin, Dmitry",M,58,122,Caro-Kann Defense: Accelerated Panov Attack,True
scabies,M,18,-142,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",True
"Kumic, Filip",M,84,-122,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,True
"Babujian, Levon",M,98,-113,"Benko Gambit Accepted, Fully Accepted Variation",True
"Shchukin, Dmitry",M,96,100,Bishop's Opening: Berlin Defense,False
"Aitbayev, Aslan",M,60,-154,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,True
wanyaland,M,38,-19,Tarrasch Defense: Two Knights Variation,False
"Aitbayev, Aslan",M,52,-145,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,True
"Saric, Ivan",M,60,153,Slav Defense,False
Piotrek79,M,48,-7,Nimzo-Indian Defense,False
Piotrek79,M,72,-30,Nimzo-Indian Defense,False
"Schuh, Dirk",M,106,-205,"Sicilian Defense: Alapin Variation, Barmen Defense",True
"Zivkovic, Nemanja",M,78,9,Ruy Lopez: Berlin Defense,False
VLABOR64B,M,68,-118,Benoni Defense,False
Colmen,M,80,10,"Caro-Kann Defense: Advance Variation, Short Variation",False
"Saraci, Nderim",M,112,12,Slav Defense: Exchange Variation,False
"Aitbayev, Aslan",M,56,0,Ruy Lopez: Berlin Defense,False
"Saraci, Nderim",M,56,11,French Defense: Exchange Variation,False
"Aitbayev, Aslan",M,70,-11,"Sicilian Defense: O'Kelly Variation, Venice System",True
"Baskakov, Egor",M,48,94,Rat Defense: Harmonist,False
"Saraci, Nderim",M,92,22,Queen's Pawn,False
VLABOR64B,M,52,-125,English Defense,False
"Saraci, Nderim",M,42,-2,French Defense: Winawer Variation,False
"Saraci, Nderim",M,48,-25,Semi-Slav Defense: Meran Variation,False
"Punin, Andrii",M,76,109,"Ruy Lopez: Open Variations, Riga Variation",False
"Kushko, Dmitriy",M,80,123,"Sicilian Defense: Najdorf, Lipnitsky Attack",True
Pliukha_Mikhail,M,122,-125,"Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation",True
Lopez09,M,64,-80,Ruy Lopez: Berlin Defense,False
Kudakwashe Sibanda,M,68,-87,Benoni Defense: Czech Benoni Defense,False
trickyholds,M,94,-39,East Indian Defense,False
MLev0907,M,66,-85,"English Opening: Agincourt Defense, Neo-Catalan Declined",False
"Kushko, Dmitriy",M,76,-44,King's Indian Attack: French Variation,True
"Saraci, Nderim",M,76,55,Pirc Defense: Austrian Attack,True
"Kushko, Dmitriy",M,38,-41,King's Indian Attack,True
"Saraci, Nderim",M,98,51,Pirc Defense,False
jomarag,M,172,-140,"Sicilian Defense: Richter-Rauzer Variation, Classical Variation",True
pneumatico94,M,91,-13,"Danish Gambit Declined, Sorensen Defense",True
Strelok2222,M,92,-178,Sicilian Defense: Delayed Alapin,True
zuro22,M,82,7,King's Indian Defense: Kramer Variation,True
zuro22,M,62,7,King's Indian Attack: Wahls Defense,True
zuro22,M,128,7,"Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit",True
"Piscopo, Pierluigi",M,90,88,"Caro-Kann Defense: Advance Variation, Tal Variation",False
"Saric, Ivan",M,68,110,"Benoni Defense: Old Benoni, Schmid Variation",False
"Martinovic, Sasa",M,78,-94,Indian Game: Spielmann-Indian,False
"Martinovic, Sasa",M,91,-111,Trompowsky Attack,True
"Saric, Ivan",M,52,119,"Benoni Defense: Old Benoni, Schmid Variation",False
Patrick Aizpurua,M,68,-91,English Opening: King's English Variation,False
Kostis Megalios,M,96,-71,Nimzowitsch Defense: Williams Variation,False
Jorge Sepúlveda,M,96,-159,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",True
"Martinovic, Sasa",M,66,-102,"Benko Gambit Accepted, Fully Accepted Variation",True
"Saric, Ivan",M,88,110,Benoni Defense: Old Benoni,False
rolly parondo,M,138,-88,Indian Game,False
"Saric, Ivan",M,130,81,Benoni Defense: Old Benoni,False
rolly parondo,M,102,-83,Indian Game,False
Colmen,M,104,-39,Nimzowitsch Defense: Williams Variation,False
"Abrashkin, Boris",M,78,-122,Queen's Indian Accelerated,False
rolly parondo,M,113,-100,Indian Game,False
"Martinovic, Sasa",M,44,-63,Benoni Defense,False
chessmmaster,M,106,-55,Nimzowitsch Defense: Williams Variation,False
Ivan Soriano,M,33,64,"Alekhine Defense: Modern Variation, Larsen Variation",False
rolly parondo,M,80,-117,"King's Indian Defense: Four Pawns Attack, Dynamic Attack",True
Marc Chevrin,M,106,-168,Scandinavian Defense: Mieses-Kotroc Variation,False
ditkin,M,104,116,Alekhine Defense: Sämisch Attack,True
"Jovic, Stevan",M,100,-172,Grünfeld Defense,False
James Jackson,M,42,274,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",True
pneumatico94,M,140,-89,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",True
Isan Ortiz,M,76,30,Indian Game,False
SzparuMen,M,88,49,"Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation",True
WattSchrott,M,88,69,Four Knights Game: Janowski Variation,False
SzparuMen,M,16,31,"Sicilian Defense: Chekhover Variation, Zaitsev Defense",True
Colmen,M,92,-161,"Caro-Kann Defense: Advance Variation, Short Variation",False
Pablo,M,48,-55,"Caro-Kann Defense: Advance Variation, Tal Variation",False
"Sebenik, Matej",M,62,15,English Opening: Great Snake Variation,False
"Punin, Andrii",M,106,-147,Sicilian Defense,True
"Martinovic, Sasa",M,64,-73,Torre Attack,True
"Martinovic, Sasa",M,62,-91,Queen's Pawn Game: London System,False
jomarag,M,70,30,Sicilian Defense: Canal-Sokolsky Attack,True
Odirovski,M,68,-15,Queen's Pawn Game: Krause Variation,False
"Martinovic, Sasa",M,74,-96,East Indian Defense,False
Mapwright,M,44,-120,"Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense",False
Odirovski,M,54,-14,Queen's Pawn Game: Torre Attack,True
Mapwright,M,104,-136,"Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense",False
Michel Lopez Abreu,M,68,-68,Nimzo-Larsen Attack,True
Tadeáš Baláček,M,70,17,Colle System,False
"Baskakov, Egor",M,66,-1,Caro-Kann Defense: Advance Variation,False
"Martinovic, Sasa",M,124,-66,"King's Indian Defense: Normal Variation, Standard Development",True
Zsolt Szilágyi,M,36,-112,Queen's Gambit Declined: Exchange Variation,True
Odirovski,M,94,120,"Queen's Pawn Game: Torre Attack, Grünfeld Variation",True
"Blesic, Vaso",M,76,-86,Nimzowitsch Defense: Williams Variation,False
Michel Lopez Abreu,M,120,70,Nimzo-Larsen Attack: Classical Variation,True
"Baskakov, Egor",M,46,-12,Rat Defense: Harmonist,False
"Baskakov, Egor",M,78,88,Rat Defense: Harmonist,False
juanchesst,M,96,-88,Colle System,False
Orlando_Gloom,M,64,9,Lion Defense: Lion's Jaw,False
"Christie, Joshua",M,63,-58,Torre Attack,True
Patrick Aizpurua,M,136,62,Zukertort Opening: Pirc Invitation,False
"Sturt, Raven",M,66,127,Indian Game: Omega Gambit,True
"Sturt, Raven",M,100,-14,"King's Indian Defense: Fianchetto Variation, Panno Variation",True
"Campbell, Charles",M,122,-29,Queen's Gambit Declined: Vienna Variation,True
Efren Ramos,M,62,105,Englund Gambit Complex: Soller Gambit,True
"Ramirez Medina, Victor",M,130,-170,"English Opening: Symmetrical Variation, Full Symmetry Line",False
leopslr,M,60,-29,Alekhine Defense: Exchange Variation,False
"Soysal, Serkan",M,90,-92,Queen's Pawn Game: Symmetrical Variation,False
"Kalantaryan, Norayr",M,42,115,Queen's Gambit Declined: Tartakower Defense,True
Dusan Jovanovic,M,70,94,"King's Indian Defense: Orthodox Variation, Glek Defense",True
"Shchukin, Dmitry",M,86,-19,French Defense: King's Indian Attack,True
"Kalantaryan, Norayr",M,140,0,"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation",True
"Kiremitciyan, Ari",M,46,-62,"English Opening: Anglo-Indian Defense, Queen's Indian Formation",False
VLABOR64B,M,56,-165,"Queen's Gambit Accepted: Classical Defense, Rubinstein Variation",True
Luca Albertini,M,72,-31,Sicilian Defense: Closed Variation,True
"Kalantaryan, Norayr",M,60,-135,"Queen's Gambit Refused: Marshall Defense, Tan Gambit",True
"Klukin, Kirill",M,114,41,Slav Defense: Breyer Variation,False
licg,M,156,-8,Mikenas Defense,False
"Schnaider, Ilan",M,34,-131,"French Defense: Tarrasch Variation, Pawn Center Variation",False
E-Shaposhnikov,M,90,53,Semi-Slav Defense,False
Oburg007,M,82,-104,Nimzowitsch Defense: Williams Variation,False
E-Shaposhnikov,M,104,46,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation",True
E-Shaposhnikov,M,114,114,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit",True
Odnoobraz,M,100,46,Hungarian Opening,False
"Hesham, Abdelrahman",M,98,39,"French Defense: Winawer Variation, Poisoned Pawn Variation",False
Orlando_Gloom,M,54,28,Ponziani Opening: Jaenisch Counterattack,False
"Kalantaryan, Norayr",M,92,66,Van Geet Opening,False
Orlando_Gloom,M,74,0,Ponziani Opening: Jaenisch Counterattack,False
"Kalvaitis, Sigitas",M,56,-34,Sicilian Defense: Canal-Sokolsky Attack,True
"Nilsson, Joakim",M,112,-9,"French Defense: Classical Variation, Steinitz Variation",False
Orlando_Gloom,M,100,-25,Ponziani Opening: Jaenisch Counterattack,False
Алешин Олег,M,108,-75,Caro-Kann Defense: Two Knights Attack,True
"Hesham, Abdelrahman",M,118,-2,"Sicilian Defense: Nimzowitsch Variation, Advance Variation",True
"Bouvier, Bruno",M,132,27,Modern Defense: Standard Line,False
"Hesham, Abdelrahman",M,76,-37,Queen's Gambit Declined: Three Knights Variation,True
"Vastrukhin, Oleg",M,70,-62,Zukertort Opening: Sicilian Invitation,True
"Hesham, Abdelrahman",M,52,-68,Zukertort Opening: Quiet System,False
"Hesham, Abdelrahman",M,106,-86,Zukertort Opening: Quiet System,False
"Hajiyev, Kanan",M,90,75,Indian Game: Knights Variation,False
E-Shaposhnikov,M,58,72,Sicilian Defense,True
MannyQT,M,37,-97,Amar Opening,False
E-Shaposhnikov,M,92,98,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",True
G0DZILLA,M,66,-114,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",False
leonteo,M,58,3,Indian Game,False
milacek,M,128,-105,Caro-Kann Defense: Exchange Variation,False
Mauricio Jimenez,M,36,143,"English Opening: Agincourt Defense, Neo-Catalan Declined",False
Gabriel Tortola Flores Vieira,M,124,19,Sicilian Defense: Najdorf Variation,True
milacek,M,36,-114,Center Game: Berger Variation,False
Orlen Ruiz Sánchez,M,66,-122,Sicilian Defense: Najdorf Variation,True
Bakayoyo,M,110,-119,Old Indian Defense,False
Mahri,M,112,-178,Old Benoni Defense,False
hyperreal,M,36,-52,Philidor Defense: Lion Variation,False
SzparuMen,M,48,52,"Ruy Lopez: Closed, Anti-Marshall 8. a4",False
dimkor,M,126,6,Scotch Game: Mieses Variation,False
"Korkmaz, Necmettin",M,46,42,Sicilian Defense: Godiva Variation,True
"Strikovic, Aleksa",M,58,-37,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",False
"Boros, Denes",M,64,-39,Nimzo-Larsen Attack: Classical Variation,True
"Ramirez Medina, Victor",M,92,-142,"King's Indian Defense: Fianchetto Variation, Panno Variation",True
"Mchedlishvili, Mikheil",M,120,9,Old Indian Defense: Two Knights Variation,False
Pete Karagianis,M,68,-48,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",True
E-Shaposhnikov,M,74,69,"English Opening: Symmetrical Variation, Anti-Benoni Variation",False
"Khlebovich, Alexander",M,122,11,Old Benoni Defense,False
"Boros, Denes",M,106,3,Sicilian Defense: Closed Variation,True
"Zubritskiy, Artyom",M,100,6,Grünfeld Defense: Stockholm Variation,False
Kudakwashe Sibanda,M,53,-79,Bogo-Indian Defense: Nimzowitsch Variation,False
Руслан Гнечко,M,52,5,Sicilian Defense: Canal-Sokolsky Attack,True
Anurag Mhamal,M,52,46,Nimzo-Larsen Attack: Modern Variation,True
"Loiacono, Leonardo",M,38,-43,Nimzo-Indian Defense: Classical Variation,False
Coach Lorente,M,40,-172,English Opening: King's English Variation,False
Давид,M,120,85,Scotch Game: Schmidt Variation,False
Patrick Aizpurua,M,58,-147,Zukertort Opening: Sicilian Invitation,True
Gabriel Tortola Flores Vieira,M,84,-184,Modern Defense,False
"Brancaleoni, Maurizio",M,106,76,Sicilian Defense: Delayed Alapin Variation,True
Humberto Blanco,M,68,-187,"Queen's Indian Defense: Classical Variation, Traditional Variation",False
"Palchuk, Andrii",M,56,-57,Horwitz Defense,False
Petrosilius Zwackelmann,M,60,-159,"Ruy Lopez: Closed, Anti-Marshall 8. a4",False
Jonny Manuel Cueto Chajtur,M,40,113,Indian Game,False
mardgos,M,68,-7,"Italian Game: Two Knights Defense, Modern Bishop's Opening",False
miljac,M,102,6,Trompowsky Attack,True
Zsolt Szilágyi,M,76,-128,"Queen's Gambit Declined: Exchange Variation, Positional Variation",True
Rodrigo Vasquez,M,102,-57,"Caro-Kann Defense: Panov Attack, Modern Defense, Czerniak Line",True
Odnoobraz,M,110,-151,Hungarian Opening,False
Akintoye Abdulraheem,M,46,-84,"Ruy Lopez: Closed Variations, Martinez Variation",False
Odnoobraz,M,116,-142,Hungarian Opening: Symmetrical Variation,False
"Golubka, Petro",M,82,-79,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",False
Jcrossover,M,40,-48,Queen's Pawn Game: Symmetrical Variation,False
mardgos,M,70,-3,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",True
Jerry,M,84,37,Alekhine Defense: Brooklyn Variation,False
"Christie, Joshua",M,122,-2,Queen's Pawn Game: Krause Variation,False
Patrick Aizpurua,M,78,-149,English Opening: King's English Variation,False
"Shchukin, Dmitry",M,142,-8,"Sicilian Defense: Accelerated Dragon, Modern Variation",True
Jorge Luis Castañeda,M,60,29,Queen's Pawn Game: Steinitz Countergambit,False
jimmy0613,M,76,-12,Old Benoni Defense,False
"Koutsin, Sergey",M,92,-17,Indian Game: Normal Variation,False
"Vastrukhin, Oleg",M,88,-42,Réti Opening,False
Gevorg_Harutjunyan,M,74,-52,"French Defense: Steinitz Variation, Boleslavsky Variation",False
Ömer Faruk Özer,M,80,-12,Zukertort Opening: Nimzo-Larsen Variation,False
Marc Chevrin,M,54,-207,Ruy Lopez: Berlin Defense,False
alonmindlin,M,102,86,"King's Indian Defense: Fianchetto Variation, Panno Variation",True
SevanB,M,42,-55,Queen's Gambit Declined: Vienna Variation,True
"Kovalev, Vladislav",M,58,35,"Scandinavian Defense: Main Line, Mieses Variation",False
Давид,M,31,49,"Sicilian Defense: French Variation, Westerinen Attack",True
"Shimanov, Aleksandr",M,76,-17,"Ruy Lopez: Morphy Defense, Anderssen Variation",False
Kabeljaukrieger,M,88,78,Indian Game,False
Bibekthing,M,84,4,"Ruy Lopez: Exchange Variation, Gligoric Variation",False
"Chigaev, Maksim",M,58,-82,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense",True
"Shimanov, Aleksandr",M,45,85,Sicilian Defense: Najdorf Variation,True
"Shimanov, Aleksandr",M,64,49,Indian Game,False
Roberto Carlos Sánchez Álvarez,M,100,9,"English Opening: King's English Variation, Three Knights System",False
jimmy0613,M,72,73,Indian Game: Wade-Tartakower Defense,False
Iniyan Panneerselvam,M,132,72,"Sicilian Defense: Najdorf Variation, English Attack",True
"Olsson, William",M,38,-174,English Opening,False
"Alvarado, Carlos",M,72,-87,Indian Game: Wade-Tartakower Defense,False
Orlen Ruiz Sánchez,M,86,-55,Nimzowitsch Defense: Williams Variation,False
"Kovalenko, Igor",M,58,114,Van't Kruijs Opening,False
"Aitbayev, Aslan",M,89,-103,Sicilian Defense: French Variation,True
E-Shaposhnikov,M,62,44,French Defense: Winawer Variation,False
"Strikovic, Aleksa",M,60,51,King's Indian Defense: Steiner Attack,True
"Kovalenko, Igor",M,82,112,"French Defense: Advance Variation, Euwe Variation",False
"Kuznecov, Mikhail",M,16,81,Indian Game,False
Carlos Alberto Chávez Suárez,M,76,-108,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",True
"Sirosh, Ilja",M,99,0,Philidor Defense: Lion Variation,False
"Blesic, Vaso",M,96,190,Nimzowitsch Defense: Williams Variation,False
"Strikovic, Aleksa",M,112,92,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",False
"Beukema, Jasper",M,52,84,Grünfeld Defense: Stockholm Variation,False
"Raicevic, Vladimir",M,66,24,Nimzo-Indian Defense: Kmoch Variation,False
RahmanAdel,M,18,-101,"Scotch Game: Classical Variation, Intermezzo Variation",False
"Kalvaitis, Sigitas",M,88,-2,Scandinavian Defense: Classical Variation,False
"Gelman, Alexander",M,64,-192,Pirc Defense,False
Blackoperator,M,66,-103,"Sicilian Defense: Kan Variation, Wing Attack",True
Jorge Luis Castañeda,M,128,-102,Indian Game,False
E-Shaposhnikov,M,110,-170,"Italian Game: Two Knights Defense, Modern Bishop's Opening",False
Piranaseven,M,75,-22,Indian Game: Knights Variation,False
E-Shaposhnikov,M,68,-183,Zukertort Opening: Quiet System,False
Isan Ortiz,M,90,-35,Philidor Defense: Lion Variation,False
Oburg007,M,66,106,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",False
"Fernandez Mazzetti, Ignacio",M,71,-141,Queen's Indian Defense,False
"Zivkovic, Nemanja",M,34,122,Indian Game: Tartakower Attack,True
"Vargas Arteaga, Alexis",M,28,78,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",True
"Vargas Arteaga, Alexis",M,56,36,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",True
"Falcon, Benjamin",M,30,30,Réti Opening,False
"Falcon, Benjamin",M,62,6,Sicilian Defense: Spielmann Variation,True
Heisenberg01,M,94,73,Scandinavian Defense: Marshall Variation,False
"Nesterov, Arseniy",M,54,33,Queen's Gambit Declined: Three Knights Variation,True
"Baskakov, Egor",M,138,-21,French Defense: Queen's Knight,False
Whynot72,M,56,-64,Zukertort Opening: Pirc Invitation,False
blitzbullet,M,108,-84,Queen's Pawn Game: Steinitz Countergambit,False
Beletko,M,38,-123,Indian Game: Wade-Tartakower Defense,False
"Posthuma, Joshua",M,53,-29,"Grünfeld Defense: Exchange Variation, Nadanian Attack",True
Lopez09,M,64,-35,"French Defense: Winawer Variation, Classical Variation",False
Whynot72,M,106,-24,Modern Defense: Standard Defense,False
Виктор Шапиро,M,132,15,"English Opening: Symmetrical Variation, Full Symmetry Line",False
tsakos27,M,64,18,Dutch Defense: Hopton Attack,True
JohnScott,M,130,164,Old Benoni Defense,False
federerchi,M,152,12,"Sicilian Defense: Najdorf, Lipnitsky Attack",True
JohnScott,M,120,14,Nimzo-Indian Defense: Romanishin Variation,False
FreddieForgiato,M,58,53,Sicilian Defense: Delayed Alapin Variation,True
FreddieForgiato,M,108,55,"French Defense: Classical Variation, Swiss Variation",False
"Leyva, Hector",M,92,-9,English Defense,False
FreddieForgiato,M,80,28,French Defense: Réti-Spielmann Attack,True
"Leyva, Hector",M,26,-31,Russian Game: Nimzowitsch Attack,True
"Leyva, Hector",M,112,-52,Queen's Pawn,False
"Dodeja, Pawan",M,150,62,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",True
"Leyva, Hector",M,112,-48,English Defense,False
"Dodeja, Pawan",M,64,58,Zukertort Opening: Double Fianchetto Attack,True
"Leyva, Hector",M,98,-45,Semi-Benoni,False
Руслан Гнечко,M,108,-16,"Italian Game: Classical Variation, Giuoco Pianissimo",False
Вадим Бобков,M,62,38,Queen's Gambit Declined: Exchange Variation,True
FerDIINaNDo,M,44,-173,Modern Defense,False
linusj,M,36,114,Réti Opening: Réti Accepted,False
"Doric, Darko",M,80,-84,Benoni Defense: Old Benoni,False
"Nilsson, Joakim",M,103,1,Queen's Pawn Game: Mason Attack,True
Orlando_Gloom,M,84,143,Ponziani Opening: Jaenisch Counterattack,False
"Baskakov, Egor",M,82,-132,"Sicilian Defense: Accelerated Dragon, Modern Variation",True
linusj,M,62,67,"English Opening: Anglo-Indian Defense, King's Indian Formation",True
"Baskakov, Egor",M,120,-146,"Sicilian Defense: Accelerated Dragon, Modern Variation",True
linusj,M,78,63,Zukertort Opening: Herrstrom Gambit,True
"Saric, Ivan",M,46,153,Ruy Lopez: Fianchetto Defense,False
José Antonio Herrera Reyes,M,44,-236,King's Indian Attack,True
"Okas, Walter",M,44,-42,"English Opening: King's English Variation, Nimzowitsch Variation",False
"Koutsin, Sergey",M,80,-235,"Queen's Gambit Declined: Exchange Variation, Positional Variation",True
alonmindlin,M,64,-88,Old Indian Defense: Two Knights Variation,False
KurisuMakise,M,58,-117,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",False
"Ortega Amarelle, Mariano",M,68,-157,"King's Indian Defense: Orthodox Variation, Gligoric-Taimanov System",True
jimmy0613,M,92,-27,"Benko Gambit Accepted, Pawn Return Variation",True
"Okas, Walter",M,40,-121,Queen's Pawn,False
"Sebenik, Matej",M,84,163,English Opening: Mikenas-Carls Variation,False
"Piliposyan, Robert",M,52,-22,Vienna Game,False
"Ortega Amarelle, Mariano",M,28,-138,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",True
Isan Ortiz,M,100,-161,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",True
Евгений Тараненко,M,60,-65,Van Geet Opening,False
Isan Ortiz,M,148,-173,"Sicilian Defense: Four Knights Variation, Cobra Variation",True
Евгений Тараненко,M,66,-72,Anderssen Opening,False
Tom O'Gorman,M,74,-38,Semi-Slav Defense: Main Line,False
Mapwright,M,64,76,Old Indian Defense: Two Knights Variation,False
Mapwright,M,88,48,"King's Indian Defense: Fianchetto Variation, Larsen Defense",True
Евгений Тараненко,M,46,13,Sicilian Defense: Closed,True
Bakayoyo,M,40,-8,Rat Defense: English Rat,False
Trushko Andrii,M,60,-266,Trompowsky Attack,True
FerDIINaNDo,M,136,75,Queen's Pawn Game: Anglo-Slav Opening,False
Winston Cu-Hor,M,58,-74,"Vienna Game: Vienna Gambit, Breyer Variation",True
"Piscopo, Pierluigi",M,66,-63,Philidor Defense: Hanham Variation,False
Вадим Бобков,M,112,-163,Old Indian Defense,False
Виктор Шапиро,M,58,-245,King's Indian Defense: Smyslov Variation,True
Trushko Andrii,M,80,-139,Trompowsky Attack,True
jimmy0613,M,34,-202,"English Opening: Symmetrical Variation, Two Knights Line",False
Lopez09,M,69,-68,Philidor Defense: Hanham Variation,False
"Ratkovic, Miloje",M,38,0,"Queen's Gambit Refused: Chigorin Defense, Main Line",True
"Braun, Christian",M,54,100,Alekhine Defense: Maróczy Variation,False
Whynot72,M,94,49,Zukertort Opening: Queenside Fianchetto Variation,False
"Nesterov, Arseniy",M,66,-59,Bogo-Indian Defense: Nimzowitsch Variation,False
El_Rupe,M,78,-9,Benoni Defense: Czech Benoni Defense,False
"Shchukin, Dmitry",M,72,57,"Italian Game: Classical Variation, Giuoco Pianissimo",False
El_Rupe,M,94,-20,Benoni Defense: Czech Benoni Defense,False
"Shchukin, Dmitry",M,4,92,Petrov's Defense,False
Orlando_Gloom,M,76,12,Sicilian Defense: Lasker-Dunne Attack,True
"Piliposyan, Robert",M,86,-187,Queen's Pawn,False
pneumatico94,M,132,14,Owen Defense,False
"Kovalenko, Igor",M,116,138,"French Defense: Advance Variation, Main Line",False
trickyholds,F,60,50,"English Opening: King's English Variation, Three Knights System",False
captain-levi,M,94,-157,Sicilian Defense: Old Sicilian,True
"Sirosh, Ilja",M,42,45,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",False
gmman88,M,82,-97,Old Benoni Defense,False
Sergey_Kasparov,M,98,-44,Sicilian Defense: Prins Variation,True
RahmanAdel,M,42,20,Caro-Kann Defense: Two Knights Attack,True
"Shchukin, Dmitry",M,56,54,French Defense: King's Indian Attack,True
"Arias, Juan Cruz",M,36,53,Queen's Pawn Game: Krause Variation,False
