username,id,title,name,country,bio,fide_rating,uscf_rating,ecf_rating,blitz_rating,blitz_prog,blitz_games,rapid_rating,rapid_prog,rapid_games,bullet_rating,classical_rating,url,verified
tesla960,tesla960,FM,,,,,,,2373,3,2535,1500,0,0,2494,1500,,
Number_1734,number_1734,FM,,RU,,2360.0,,,2478,17,4670,2596,-18,85,2492,1500,,
blue_tiger98,blue_tiger98,CM,Gasan Guliev,AZ,"Youtube: https://www.youtube.com/@Leo_Galante27
Обучаю шахматам. Цена договорная. По цене - в личные сообщения. I teach chess.  For the price - in private message. Chess courses are available, in pdf format, pgn for players rated 1000-2000. For the cost, please contact your personal messages. В наличии имеются шахматные курсы, в формате pdf, pgn для шахматистов рейтингом 1000-2000. Подробно в ЛС.",2123.0,,,2302,15,4975,2222,195,19,2524,1500,,
Patetico,patetico,IM,Huseyin Can Agdelen,TR,"Hello! I'm available for private lessons and training games, feel free to message me for more details.",2405.0,,,2844,15,1735,1500,0,0,3216,1500,,
FanniBanni,fannibanni,FM,,TR,"Der trank starb, der nicht trank auch, aber nicht gleichzeitig, denn der trank ihn überfuhr",,,,2312,23,654,1500,0,0,2591,1500,,
Eliclax,eliclax,CM,Tony Wang,NZ,,1908.0,,,2049,34,1163,2210,-22,104,2172,2098,,
gerla,gerla,IM,,,,,,,2577,25,1395,2616,87,168,2555,2361,,
MalatiaGM,malatiagm,GM,Levon Babujian,AM,,,,,2649,-21,1259,1695,0,3,2718,1500,,
guillembaches,guillembaches,IM,,,,,,,2434,-13,706,1500,0,0,2537,1500,,
PetrHollan99,petrhollan99,FM,,CZ,,1100.0,1000.0,1000.0,2436,19,303,1500,0,0,2484,1500,,
njskaras,njskaras,NM,Nicholas Karas,US,,,2269.0,,2292,-24,1477,2429,22,90,2600,1500,,
StephenWilly,stephenwilly,CM,,US,,2333.0,,,2497,-14,4187,2537,-23,1917,2839,2264,,
Fibromyalgia,fibromyalgia,NM,,_russia-wbw,,2997.0,,,2325,-17,5784,2463,-26,552,2501,1500,,
Yarebore,yarebore,GM,Paweł Teclaf,PL,@azumilover my coaching page : https://lichess.org/coach/Yarebore for lessons you can DM on lichess or email me at yarebore2003@gmail.com I always play here with a phone so if you're slower than me something is wrong,2570.0,,,2982,26,13825,2565,8,41,3106,1752,,
darsen_dancer,darsen_dancer,IM,Darsen Sanzhaev,RU,,2411.0,,,2366,8,1123,2416,-52,122,2648,2365,,
DND_Me,dnd_me,WFM,,CN,,,,,2221,21,42,1944,0,8,2048,1500,,
Arad_Nazari,arad_nazari,IM,Arad Nazari,,Fide Rating 2425,,,,2734,15,7839,2281,29,65,3000,1500,,
mbodek,mbodek,IM,Michael Bodek,US,,,,,2589,-55,961,2585,-92,103,2667,2048,,
AlekseyBorisovich,alekseyborisovich,FM,,RU,FM,2302.0,,,2079,-82,9278,1928,-55,40,2184,1500,,
AP_86,ap_86,IM,Anatoliy Polivanov,,"Join my free chess magazine Chess Now:
https://t.me/ajedrezahora",,,,2544,-21,533,2040,0,4,2380,1500,,
cldng,cldng,NM,Ernest Colding,US,,2043.0,2214.0,,2309,18,8445,2363,17,297,2156,1481,,
lattykk,lattykk,IM,,US,,2401.0,,,2587,8,434,1903,0,4,3010,1335,,
jimakos,jimakos,FM,,GR,"the person who really deserves a second chance will never have to give it to him.. 

I would appreciate if you follow me on my account on kick I need to reach 75 followers so i can become affiliate there... 
https://kick.com/jimakos0909",,,,2511,-33,3937,2473,18,70,2918,2227,,
IncredibleFast,incrediblefast,CM,Kindor King,PL,Professional Bullet Player,2051.0,3000.0,,2307,-57,777,2270,-6,38,2607,2013,,
THDNiki,thdniki,WCM,T H D Niklesha Tharushi,LK,Professional Chess Player,1711.0,,,2244,234,107,1923,0,4,1743,1500,,
Kosnl,kosnl,IM,Borsuk Konstantin,UA,,2431.0,,,2597,16,2621,2268,83,23,2671,1978,,
kostya24,kostya24,NM,,CA,,,,,2438,-43,2829,2049,0,6,2595,1500,,
vishwa_vijeta,vishwa_vijeta,CM,,_earth,,,,,2570,-45,253,2464,0,6,2801,1500,,
DrPulcher,drpulcher,CM,Dr. Ralf-Alexander Schön,DE,"""Schach hat wie die Liebe, wie die Musik die Fähigkeit, den Menschen glücklich zu machen“ (S. Tarrasch)",2255.0,,,2274,11,13905,2185,-198,62,2100,1500,,
FredFertig_fuer_Arme,fredfertig_fuer_arme,FM,,,Die stärkste Kanalratte des Universums,,,,2505,-8,1749,2095,0,8,2739,1500,,
Andriy2006,andriy2006,FM,Andrii Palchuk,UA,,2360.0,,,2621,29,7524,2476,19,207,2824,2238,,
Aaron_Whitney,aaron_whitney,NM,,PL,,,,,2334,-33,9337,2354,71,759,2304,2349,,
ferdipy,ferdipy,NM,Fernando Díaz Santacruz,PY,,,,,2284,111,9409,2202,0,11,2500,1500,,
toninhojit,toninhojit,NM,,BR,,,,,2506,14,14236,2354,53,51,2603,1500,,
WhiteRabbit00735,whiterabbit00735,IM,,,,,,,2785,-27,2409,2274,0,7,2880,1500,,
shaheus,shaheus,FM,Алексей Лызлов,RU,"Быть ТРЕНЕРОМ и уметь УЧИТЬ – не одно и тоже! 
Уверен на 100% ШАХМАТЫ – должны и обязаны занять свое место в общеобразовательной школе. Разговоры об этом идут давно, получается плохо. 
I work under the program ""Chess at school"", I have about 700 children of different ages. I will consider job offers abroad.
shaheus@mail.ru 
МОЙ КАНАЛ: https://dzen.ru/id/622f576a73bcea5acee49a86",2304.0,,,2448,19,6426,2274,-12,7084,2337,2342,,
Beast64chess,beast64chess,IM,Muthaiah AL,IN,This is Muthaiah AL and I am an International Master with 2 GM norms and a FIDE Trainer as well. I have been playing chess for the past 13+ years. And I am also offering online coaching. Those who are interested can check my profile here https://lichess.org/coach/Beast64chess. You can also reach me at my email - muthaiahalagappan1999@gmail.com,2460.0,,,2653,0,6846,2223,-83,95,2407,2221,,
rsalcedoiii,rsalcedoiii,IM,Richelieu Salcedo III,AE,"Looking to level up your game? Come on!

International Master | Professional Chess Coach |

Message me on whatsapp - 0551034919",2315.0,,,2491,-52,2146,2343,3,22,2770,1500,,
Urkis,urkis,GM,Frode Urkedal,NO,Lazy GM ,2571.0,,,2793,34,5181,2728,20,328,2593,2195,,
Hanbutaev_2012,hanbutaev_2012,NM,,US,,,,,2452,-5,2767,2623,29,1094,2728,2191,,
Chop-That-Wood,chop-that-wood,NM,,GB,,2180.0,,203.0,2163,0,18987,2327,43,61,2193,1680,,
maxneo,maxneo,FM,Максим Омариев,RU,"Founder https://www.youtube.com/user/ChessMasterClub

Основатель проекта ChessMaster. 
Вступайте в наш клуб на Lichess.org, для участия в турнирах и командных битвах стримеров! 

Мой инстаграм - https://www.instagram.com/maxomariev/
Инстаграм школы ChessMaster - https://www.instagram.com/chessmaestro/
Канал со стримами - https://www.youtube.com/channel/UC9DazlnG7oG_J6Z8AJJaIqA",2304.0,,,2452,18,2840,2397,0,11,2607,1882,,
calinsah,calinsah,FM,Calin Gheorghiu,RO,Let's play a game and have fun on my Twitch channel!,2283.0,,,2436,92,1752,2376,45,28,2356,2159,,
whiteprocess,whiteprocess,FM,Tuna Özateş,TR,,2225.0,,,2510,-19,3459,1724,0,8,2702,1500,,
Adeeel,adeeel,FM,,,,,,,2561,-5,2391,2083,-70,21,2640,1500,,
adjorno,adjorno,FM,Mykhailo Dorokhin,UA,,,,,2452,-18,2521,2684,0,5,2602,1500,,
ASKA538,aska538,FM,Agustin Nieto,CO,"ID FIDE: 4435109
Universidad de Manizales",2110.0,,,2362,-18,3815,2249,97,31,2462,1500,,
UST_B,ust_b,FM,Andrea La Manna,US,"FM, 2184

Available for online lessons. Check out my page! https://lichess.org/coach/UST_B

Also looking for IM norm tournaments in US and Canada",2184.0,,,2515,29,4852,2568,26,263,2651,2435,,
RIPOL,ripol,IM,Richard Polaczek,,"Born 1965
IM (FIDE 1989)
IGM (ICCF 1993)
I like to play leagues.",2304.0,,,2145,-18,800,2469,84,55,2140,2216,,
PoppingCheckmates,poppingcheckmates,NM,Samuel Song,JP,"Favourite Chess Piece: King | Favourite Opening: Sicilian | Favourite Player: Garry Kasparov

Coach page: lichess.org/coach/PoppingCheckmates",,2300.0,,2703,85,2447,2877,183,79,2801,2279,,
Orlov_Oleg,orlov_oleg,FM,Олег Орлов,,Enthusiastic and ambitious chess trainer and coach with proven,,,,2511,18,3503,2402,4,2974,2720,2395,,
mutdpro,mutdpro,GM,Minh Le,VN,"Hello chessplayers! My name is Minh Le Tuan, GM 2567 from Vietnam.

Good luck and Greetings for all the players! 

I am available to play online training games at all time controls (may have brief analysis). Please contact me if you are interested.
I  stream on twitch.tv/gmminhle. I also have a Youtube channel: https://www.youtube.com/channel/UCLU-X2VEE9eu7VqNCDI5gHA  . 
Have a good day!",2514.0,2607.0,,2822,13,3491,2290,37,120,3206,1974,,
BXMSChess,bxmschess,NM,,US,,,,,2244,0,9052,2448,29,381,2394,2247,,
KingsCordial,kingscordial,FM,,,Meowington,,,,2471,-24,687,2530,-17,110,2520,1500,,
Kabeljaukrieger,kabeljaukrieger,IM,,DE,,,,,2500,-14,14944,2539,-60,164,2601,1500,,
alexcoach,alexcoach,FM,,IL,,2313.0,,,2560,-7,652,1500,0,0,2800,1500,,
Mastropierov,mastropierov,FM,Daniel López González,ES,,2278.0,,,2367,33,4189,2357,145,40,2213,1500,,
NonSens,nonsens,IM,,FR,,,,,2347,10,298,2167,0,2,2511,1500,,
PLUS_ULTRA22,plus_ultra22,CM,,PE,,,,,2361,-12,4658,2034,-120,204,2606,1500,,
smurf42,smurf42,NM,,TR,Konyali degilim,,,,2618,6,25342,2257,291,19,2886,1620,,
JaackCamel,jaackcamel,NM,,,,2050.0,,,2231,-42,5751,2295,4,1177,2148,1500,,
Hey_Shrimp,hey_shrimp,IM,,,,,,,2654,-105,1148,2159,0,6,2746,1500,,
C9C9C9C9C9,c9c9c9c9c9,GM,Andrew Tang,,"happy birthday hitesh
https://discord.gg/penguingm1
@penguingim1
lag switching = blocked
rejoicing for kb is banned

https://www.twitch.tv/penguingm1

https://i.imgur.com/UXscGr2.gif",,,,2679,-95,643,2803,68,16,2905,1500,,
Atom5,atom5,FM,Carlos Squella Lavín,CL,,2230.0,,,2342,-3,6045,1322,0,1,2393,1086,,
Ranaroek66,ranaroek66,GM,,,,,,,2735,-1,5143,1500,0,0,2763,1500,,
Dodosha_Rah,dodosha_rah,WFM,Dayane,AM,,2102.0,,,2145,-13,2782,1982,-1,56,2214,1898,,
BrightFalcon,brightfalcon,FM,,ER,,,,,2817,-19,1525,1500,0,0,2845,1500,,
Kavri,kavri,NM,,TR,,,,,2628,-21,5297,2532,-26,446,2906,2300,,
Logmann72,logmann72,IM,,,,,,,2342,52,7381,1919,0,1,2517,1500,,
JoeAssaad,joeassaad,CM,,LB,,,,,2683,-23,42876,2594,53,923,3006,2052,,
Sergeiaza,sergeiaza,GM,Sergei Azarov,_belarus-wrw,"International Grandmaster, peak rating of 2667
2x Belarusian Chess Champion (2001, 2002)
Chess World Cups: 2011, 2013, 2023
Vice-Champion, U-20 World Championship (2003)
5 Chess Olympiads (2000–2008)
Finalist, Corsica Circuit (2019)
Winner, Club Championships in Belarus, Ukraine, Turkey, and Slovakia
Training games and lessons: Sergeiaza@gmail.com",2600.0,,,2789,26,4311,2673,-7,48,2535,2293,,
Ivanchucky1609,ivanchucky1609,CM,Angel Ivan Quiroga Jaquez,MX,"Te invito a suscribirte a mi canal de youtube :

https://www.youtube.com/channel/UCJkWRNmKqn8F02cLbdZKGEA 
https://imgur.com/Dphussm",2118.0,2312.0,,2539,2,10497,2381,23,224,2469,1500,,
Trader72,trader72,FM,,,,,,,2673,36,2257,2654,-10,206,2800,2601,,
parajuli1982,parajuli1982,CM,Rajendra Kumar Parajuli,NP,"Hi its me Rajendra K. Parajuli from Nepal. A chess player and lover to this game. I started playing at the age of 16 without any coach. I earned Fide CM Tiltle in the year 2017 at Asian Zonal 3.2. My favourite chess players are many. To name some Kasparov, Aanand, Kramnik, Morphy and now Aronian. And from my countryman I am a great fan of Badrilal Nepali - a three time National Champion of NEPAL.",1777.0,,,1980,17,955,1939,0,1,1657,1721,,
Unicornz,unicornz,NM,Matt O,_earth,started playing tournament chess actively as an adult at 20 yrs of age. i often miss chat bc play on iPad and use zen mode.  like trying new positions and berserking so my rating fluctuates like btc.  hope to have instructive and fun games.,2188.0,2341.0,,2501,20,3925,2547,18,532,2708,2353,,
LionSatranc,lionsatranc,FM,Lion Satranç | Lion Chess Club,,Lion Satranç rehberliğinde doğru hamleyi yapın!,,,,2312,3,137,2162,0,11,2864,1500,,
petincash,petincash,FM,Petr Timagin,SI,Mikhail Tal,2340.0,,,2586,24,1102,2508,28,106,2693,1500,,
Fighter008,fighter008,IM,Nitin Senthilvel,IN,"International Master | India | 13 International Medals |
B.E.,Computer Science Engineer",2341.0,,,2457,76,999,1500,0,0,2679,1500,,
vladvg1972,vladvg1972,NM,Гончаров Владислав,RU,,,,,2491,4,4416,2363,126,75,2538,1500,,
SpeedMonkey,speedmonkey,IM,,,https://imgur.com/slgFSQx,,,,2576,-6,8308,2820,138,536,3002,2445,,
JacksterThePro,jacksterthepro,FM,Jacob Templen Grave,NO,"Hey! I am Jacob, a 22 year old FM from Norway with a great passion for chess. I offer private lessons for a reasonable price, please check out my coaching page and feel free to shoot me a message if you have any questions!",2371.0,,,2470,-19,4046,2670,33,445,2596,2427,,
skavpl,skavpl,FM,,PL,,,,,2575,-13,799,2429,-34,43,2377,1500,,
mihajlovskij,mihajlovskij,NM,,,,,,,2405,-35,1389,835,0,1,2587,1500,,
Smirnov_Pavel,smirnov_pavel,GM,Павел Смирнов,RU,Веду занятия по шахматам.Информация на сайте titanchess.ru.,2600.0,,,2687,65,3539,2524,0,3,2735,1500,,
Mr_Grey,mr_grey,FM,Максим Рудометов,,"lichess.org/coach/Mr_Grey
FIDE master.
Провожу индивидуальные занятия по шахматам со всеми желающими любого уровня от начинающего.
Помогу разыгрывать хорошо любой дебют, научу разыгрыванию позиций миттельшпиля (середину партии), пополню Ваши знания об эндшпиле (окончание партии).",,,,2335,-59,766,2446,118,63,2865,1500,,
Tematico,tematico,FM,Juan Camilo Arango,CO,"Liga: Valle
English and Spanish
www.twitch.tv/strongmoves",,,,2436,6,24317,2594,64,94,2712,1858,,
Funkmaus,funkmaus,WFM,She who dares wins,DE,"@LaDiva & @ZerkingQueen, they play so much better :-)
There is just no fear in them - they will always berserk and/or lefong you, if they get the chance!
Livestreams: https://www.twitch.tv/suitedconnect
Moderation questions, appeals and user support: lichess.org/contact or via discord: https://discord.gg/lichess",,,,2375,-12,4113,1500,0,0,2402,1500,,
Alex_Sahakyan,alex_sahakyan,IM,Alex Sahakyan,AM,,2405.0,,,2652,-17,5962,2575,48,217,2951,2040,,
Ruediger1,ruediger1,FM,,,,,,,2419,-41,7774,2223,17,12,2813,1991,,
YasseQuesada,yassequesada,GM,Yaser Quesada Perez,US,"Soy  GM entrenador y jugador activo con bastante experiencia. Doy clases por internet, tambien tengo una comunidad de ajedrez llamada Check! Donde podran entrenar con y como un GM. Informes x mensaje.

Este 2022 Campeon Nacional de Cuba y 3er lugar del Continetal San Salvador
Lugar 19 en la Olimpiada Mundial chennai en el 1er
Tablero
Supere los 2600",2604.0,,,2581,-1,1292,2345,73,12,2675,1500,,
Zenekritikus04,zenekritikus04,CM,,,,,,,2504,9,3539,2372,-21,92,2620,1500,,
Wizzy-D,wizzy-d,CM,Coach Wizzy,AU,https://lichess.org/coach/edit,2276.0,,,2138,-23,6149,2115,-138,119,2522,2256,,
AnnaSchach,annaschach,WIM,Anna Rudolph (Anna Onischuk),UA,"https://lichess.org/team/annaschach
https://i.imgur.com/owQ0aVH.jpg


Мой канал на РУССКОМ языке:
https://www.youtube.com/channel/UCciBGE5_jZbJ6RxHfEttavg?sub_confirmation=1",2200.0,,,2318,-2,3968,2522,142,261,2604,2240,,
balaverde,balaverde,IM,Pablo Almagro Llamas,ES,,,,,2608,20,17981,2753,40,110,2672,1500,,
sANdeEP2007,sandeep2007,IM,Sandeep Sethuraman,US,"I grew up in the United States and became an International Master at 15. I have over 4 years of experience coaching, and am always looking for more passionate students. I went through the process of improving as a young player very recently, so I have unique insights and many positions that will be beneficial for chess understanding. Send a DM to discuss lessons.",2418.0,2507.0,,2488,-40,2061,2650,75,357,2676,1741,,
WEPKINS,wepkins,IM,,US,,2372.0,2445.0,,2550,16,1707,2331,87,176,2849,1990,,
rodionolya,rodionolya,WIM,Olga Karavaeva,RU,Педагог по шахматам.,2281.0,,,1944,-198,3980,1361,-375,332,2061,1324,,
Faridder,faridder,FM,,AZ,,,,,2564,-32,1932,1948,-414,29,2856,1500,,
Ideika,ideika,WIM,Anna Novikova,RU,WIM,2247.0,,,2366,42,1748,2427,57,581,2402,2230,,
AAponte,aaponte,CM,Argimiro Aponte Ramos,VE,Entrenador Online.,2113.0,,0.0,2286,51,16990,2379,-56,169,2494,1500,,
Gdmonster22,gdmonster22,CM,,US,,2208.0,,,2541,39,3615,2138,-34,19,2458,1500,,
IgorMizinov,igormizinov,FM,Игорь Мизинов,RU,"Профессиональный тренер по шахматам.
Провожу индивидуальные онлайн/оффлайн уроки.",2275.0,,,2378,14,577,2178,-22,71,2390,2250,,
malkomilovich,malkomilovich,CM,,,,,,,2328,10,3478,2277,34,23,2230,1500,,
orrbaverlekszarnyon,orrbaverlekszarnyon,FM,,,,,,,2210,-12,64,1500,0,0,2135,1500,,
AperaciumNocturne,aperaciumnocturne,CM,Marcel,NL,,,,,2054,-33,719,1567,0,3,1905,1500,,
chessasuke,chessasuke,GM,,US,,,,,2517,-17,934,2283,87,37,2816,1991,,
Papillon64,papillon64,IM,,CO,,,,,2224,-13,484,1500,0,0,1493,1500,,
Mitrabha,mitrabha,GM,Mitrabha Guha,IN,"Follow In :- Twitch- https://www.twitch.tv/gmmitrabha
KICK- https://kick.com/gmmitrabha         

Join my team 
https://lichess.org/team/gm-mitrabha--friends",,,,2758,9,10858,2574,125,89,3080,2190,,
coachalexis,coachalexis,NM,,US,,,,,2345,17,964,2195,-79,14,2565,1841,,
Snapedidnothingwrong,snapedidnothingwrong,FM,Severus Snape,GB,I am the Half-Blood Prince!,2300.0,,,2438,9,543,2051,0,8,2499,1500,,
mmmike11,mmmike11,FM,Darko Mitrović,RS,"Euro2024 discount, available for training games",,,,2263,105,76,2431,-72,59,2347,2429,,
Lil_D,lil_d,WIM,,,,,,,2567,30,381,1552,0,1,2637,1500,,
JungleViking,jungleviking,GM,,,,,,,2719,151,167,1500,0,0,3106,1500,,
ExploringChess,exploringchess,IM,Christian Braun,DE,"Kingsindian-Attack-Player! :-)
https://www.chessemy.com/shop/eroeffnung/koenigsindischer-angriff/
https://www.youtube.com/channel/UCFCdQirxThuPKBY6Uf1KU-w",2453.0,,,2588,30,1745,2325,-41,170,2578,2100,,
Daskevich,daskevich,IM,,NO,,2458.0,,,2635,-22,12814,2292,-140,74,2832,1500,,
tiresias64,tiresias64,NM,,,,,,,2332,-17,6069,1500,0,0,2531,1500,,
marljivi,marljivi,FM,Jan Gombač,SI,I offer online chess lessons to everybody who are interested in making progress. I'm ready to teach anything about chess.,,,,2257,13,138,1500,0,0,1500,1500,,
Ajedrezczu,ajedrezczu,NM,,PY,Club de Ajedrez de caaguazu,1650.0,,,1847,-8,124,2014,0,3,2105,1500,,
Manuela004,manuela004,WFM,Manuela Hernández,CO,"ID FIDE 4483103
Liga: Risaralda
Club: GM Alder Escobar
http://ratings.fide.com/card.phtml?event=4483103",1950.0,,,2171,40,1082,1969,-77,92,2502,1454,,
arkadan,arkadan,CM,,,,,,,2386,-25,2418,2300,80,38,2822,2170,,
Grancanarias,grancanarias,FM,Victor Ramirez medina,ES,Soy entrenador de ajedrez doy clases personalizadas más información: 689221666,2301.0,,,2412,-3,10569,1756,0,8,2942,1500,,
Oganian_Miran,oganian_miran,IM,Miran Oganian,RU,,,,,2641,-3,3554,2654,-109,130,3012,1500,,
arvids_andrejevs,arvids_andrejevs,CM,Arvids Andrejevs,LV,"youtube.com/channel/UC4YQ1I_9lWmsDZkAjwQCrjg/live                                                                                                                                                                  
/
https://www.twitch.tv/pikabuchess",2200.0,,,2369,31,7524,2399,-35,519,2275,2125,,
rb1994,rb1994,IM,Ronald Brizuela,VE,"IDIOMA: Spanish, English.
Mi nombre es Ronald Brizuela , tengo 27 años de edad práctico esta disciplina desde los doce años. Me pueden contactar en:  ronaaldbrizuela@gmail.com. También por privado",,,,2726,-31,3681,2397,0,6,2901,2221,,
Jcrossover,jcrossover,NM,,,My claim to fame is that I used to be better than Raskerino,,,,2360,15,7259,2484,-29,1070,2519,1500,,
Resha1988,resha1988,IM,Alexey Reshetnikov,RU,"Связаться со мной можно: https://t.me/Reshetnikovchess

Шахматная платформа для обучения https://chessup.ru

YouTube https://www.youtube.com/@Reshetnikovchess

Клуб : https://lichess.org/team/reshetnikovchess",2492.0,,,2782,37,2552,2082,187,13,2742,1500,,
smealow,smealow,CM,Smilo Hlophe,SZ,....,1710.0,,,2046,-16,16990,2095,-43,3844,1899,1873,,
ondra2004,ondra2004,FM,,CZ,,,,1.0,2447,73,832,2234,126,38,2699,2047,,
Souhardo,souhardo,IM,Souhardo Basak,,,2393.0,,,2415,-7,457,2076,0,3,2862,1384,,
phenomen54,phenomen54,IM,,RU,Пройди курс начинающий шахматист https://bit.ly/2VBFCIx,,,,2172,-29,695,2258,242,17,2726,1280,,
tgk59,tgk59,GM,,,,,,,2824,41,1005,1500,0,0,2769,1500,,
Chesssaga,chesssaga,NM,,US,,,1894.0,,2384,74,423,2354,4,747,2556,2000,,
CaptainJackSparrow71,captainjacksparrow71,GM,,,,,,,2651,-9,230,1858,0,1,3084,1500,,
AvitalTotahat,avitaltotahat,GM,Avital Boruchovsky,IL,,,,,2612,-11,617,2299,52,14,2572,2082,,
Thunderbolt1909,thunderbolt1909,GM,Aditya Mittal,IN,"""If you wish to succeed, you must brave the risk of failure"".
-Garry Kasparov",2624.0,,,2594,-17,1564,2599,16,32,3008,1500,,
bryantman2014,bryantman2014,CM,Seyed Kian Ghoreishi Amiri,IR,,2082.0,,,2555,-33,84,1621,0,1,2722,1500,,
afarsek,afarsek,GM,Ilya Smirin,,IGM,2612.0,,,2596,6,49,1500,0,0,1500,1500,,
Queen_Ah,queen_ah,WFM,,US,,,,,1976,-20,1180,1938,-68,44,2117,1282,,
tritarov1960,tritarov1960,IM,mauricio jimenez,CO,,2299.0,,,2317,-7,14282,1927,91,17,2451,1699,,
Engr_arellano,engr_arellano,NM,Robert Arellano,IE,"National Master /
Arena Grand Master /
Fide National Instructor",2082.0,,,2262,16,8767,2377,29,704,2305,1945,,
Gigantobear,gigantobear,WFM,,,"I never accept unsolicited challenges - anyone who does so will be blocked. If you want to play me, join the arenas I play in.",,,,2398,-10,2958,2317,-12,362,2496,2331,,
dclasby,dclasby,FM,Derek Christopher Clasby,US,,2339.0,2426.0,,2649,-27,881,2036,0,1,3099,1500,,
borocotoajua00,borocotoajua00,CM,Matías Ianovsky.,AR,"Hi! I am Matías Ianovsky (FIDE Trainer. ELO FIDE: 2218). 
I coach students of all ages and skill levels. If you are thinking about lessons, I would be happy to setup a free 30 min lesson to discuss your strengths, weaknesses, study goals and craft a work plan. 
You can see legit reviews of my lessons in my coach profile. 



Contact me if you want to start improving your chess!",2218.0,2253.0,,2602,52,980,1500,0,0,2819,1500,,
cofre,cofre,FM,Néstor Cofré,MX,,2343.0,,,2386,-33,3601,2226,-205,104,2572,2180,,
anantone,anantone,FM,,ES,,2401.0,,,2451,4,10819,2556,100,52,2611,1500,,
Phillipe1995,phillipe1995,CM,Robin Midy,FR,,,,,2421,-16,5907,2260,24,56,2785,2099,,
ramakrishna64,ramakrishna64,FM,,IN,,,,,2320,32,9191,2102,-101,143,2245,2160,,
The_Machine04,the_machine04,IM,,DE,,2524.0,,,2532,14,7217,2523,34,144,2860,2416,,
MetreveliG,metrevelig,NM,Metreveli Georgii,UA,07.10.2009,,,,2318,-8,1281,2220,-16,68,2420,1500,,
MLev0907,mlev0907,FM,,TW,,,,,2433,-48,5359,2021,-48,343,2461,2135,,
JonasPradoLobo,jonaspradolobo,IM,Jonas Prado Lobo,ES,"https://www.youtube.com/@JonasPradoLobo?sub_confirmation=1

Seeking Invites to Closed GM Tournaments & Leagues 



https://lichess.org/team/effective-chess",2408.0,,,2612,-31,2696,2480,-144,21,3034,1500,,
srihari241105,srihari241105,GM,Srihari L R,IN,"IM Srihari LR
Fide : 46617116
City: Chennai
India



Chess is Life!!",2503.0,,,2637,30,9262,2537,95,111,2817,1500,,
JuliusCeres,juliusceres,FM,,BR,,2174.0,,,2439,17,4020,2150,34,395,2301,1500,,
darkhorse_98,darkhorse_98,IM,Yuriy Krykun,US,Enjoy playing this wonderful game!,2398.0,2502.0,,2644,13,1822,2560,105,34,2581,2005,,
Boudicca64,boudicca64,WIM,Giovanna Arbunic,CL,,,,,2008,-6,11988,1981,-69,71,1765,2039,,
James78,james78,IM,Jaime Valmana,ES,,2414.0,,,2357,-20,5643,2115,1,49,2668,1500,,
eskivelito,eskivelito,FM,Luis Esquivel Golcher,PA,"Panama City, Panama",,,,2291,6,1879,1500,0,0,2372,1500,,
VolcanoExplorer,volcanoexplorer,FM,,US,,2300.0,2380.0,,2588,19,1469,2528,70,18,2784,1500,,
AlainBruxelles,alainbruxelles,FM,,US,,2219.0,,,2332,-4,14028,2195,-4,83,2360,1500,,
harunov,harunov,FM,Haruna nsubuga,UG,"An established chess trainer from Uganda majoring in logical studies of the game. Available to all levels,beginners ,intermediate and advanced players.",,,,2223,-16,27421,2247,-41,573,2187,1794,,
chesslatte64,chesslatte64,CM,,US,,,,,2452,17,4330,2524,65,70,2566,2006,,
gaho2005,gaho2005,CM,,RU,,2210.0,,,2657,72,3944,2587,176,41,2944,1526,,
Kcnock2004,kcnock2004,IM,Saksham Rautela,US,,2401.0,,,2356,78,58,2350,-67,48,2442,1500,,
Lucachess20003,lucachess20003,FM,,,,,,,2515,61,1780,2360,98,32,2596,1500,,
molodoiataker,molodoiataker,FM,,PT,,1654.0,,,2581,-26,1141,2274,5,557,2603,1500,,
bancsoo,bancsoo,GM,Tamas Banusz,HU,"Hello, everyone! I'm Tamas Banusz, a Hungarian Grandmaster with a FIDE rating of 2623 and a proud member of the Hungarian Olympic team. Recently, I’ve embarked on a new adventure in the world of streaming. Join me at twitch.tv/gmbancsoo for exciting chess content, live games, and insightful commentary. Let's create an amazing chess community together. Come join the vibe and be part of the journey!",2623.0,,,2821,-25,2044,1500,0,0,2893,1500,,
Alexandr_KhleBovich,alexandr_khlebovich,IM,Alexander Khlebovich,RU,Индивидуальный тренер по шахматам. Частное обучение игре в шахматы взрослых и детей . Преподаю удаленно по Skype . Подробности в личных сообщениях или https://vk.com/id52478295,2446.0,,,2827,29,21383,2823,18,101,2800,2032,,
JustAnAppleToday,justanappletoday,FM,,UA,,2306.0,,,2450,-13,3799,2125,-133,24,2413,2113,,
spidernv,spidernv,IM,julian Nahuel Villca,,,2424.0,,,2526,7,4334,2297,77,38,2409,1500,,
Boydia-Sidi,boydia-sidi,FM,Sidi Boydia,US,"I'm here to be happy.. to fight to practice chess more and more to feel that I'm in life.
 
FM Boydia Sidi",2113.0,,,2292,-30,16315,2439,80,413,2456,1500,,
DrawDenied_Twitch,drawdenied_twitch,GM,,DE,,2564.0,,,2835,36,9859,2812,10,5896,3100,2619,,
Gabrielian,gabrielian,GM,Артур Габриелян,RU,,,,,2592,5,9573,2590,138,62,3005,1500,,
serendipitymate,serendipitymate,WIM,,_earth,Work in progress,,,,2204,22,447,2373,-31,38,2183,1500,,
